# British to US spellings from the English Speller Database: en-wl/wordlist data/scowl-pre.txt at 1e5b7d3.
#
# Copyright 2000-2026 by Kevin Atkinson
#
# Permission to use, copy, modify, distribute, and sell any part of the English
# Speller Database (ESDB, previously known as SCOWLv2), or word lists
# created from it, is hereby granted without fee, provided that the above
# copyright notice appears in all copies and that both the above copyright
# notice and this notice appear in supporting documentation.  Kevin Atkinson
# makes no representations about the suitability of this database for any
# purpose.  It is provided "as is" without express or implied warranty.
-bicolour	-bicolor
grovelling	groveling
grovellingly	grovelingly
groyne	groin
groyned	groined
groynes	groins
groyning	groining
gruelled	grueled
grueller	grueler
gruellers	gruelers
gruelling	grueling
gruellingly	gruelingly
gruellings	gruelings
guebre	gueber
guebres	guebers
guiser	guizer
guisers	guizers
gulae	gule
gutturalisation	gutturalization
gutturalisations	gutturalizations
gutturalise	gutturalize
gutturalised	gutturalized
gutturalises	gutturalizes
gutturalising	gutturalizing
gybe	jibe
gybed	jibed
gybes	jibes
gybing	jibing
gynae	gyne
gynaecic	gynecic
gynaecocracies	gynecocracies
gynaecocracy	gynecocracy
gynaecocratic	gynecocratic
gynaecoid	gynecoid
gynaecologic	gynecologic
gynaecological	gynecological
gynaecologies	gynecologies
gynaecologist	gynecologist
gynaecologists	gynecologists
gynaecology	gynecology
gynaecomastia	gynecomastia
gynaecomastias	gynecomastias
gynomonoecious	gynomonecious
gyrostabilisation	gyrostabilization
gyrostabiliser	gyrostabilizer
gyrostabilisers	gyrostabilizers
haem	heme
haemachrome	hemachrome
haemacytometer	hemacytometer
haemagglutinate	hemagglutinate
haemagglutination	hemagglutination
haemagglutinin	hemagglutinin
haemal	hemal
haemangioma	hemangioma
haemangiomas	hemangiomas
haemangiomata	hemangiomata
haematal	hematal
haematein	hematein
haematemesis	hematemesis
haematic	hematic
haematics	hematics
haematin	hematin
haematinic	hematinic
haematinics	hematinics
haematins	hematins
haematite	hematite
haematites	hematites
haematitic	hematitic
haematoblast	hematoblast
haematoblasts	hematoblasts
haematocele	hematocele
haematocrit	hematocrit
haematocrits	hematocrits
haematocryal	hematocryal
haematogeneses	hematogeneses
haematogenesis	hematogenesis
haematogenous	hematogenous
haematoid	hematoid
haematologic	hematologic
haematological	hematological
haematologies	hematologies
haematologist	hematologist
haematologists	hematologists
haematology	hematology
haematolysis	hematolysis
haematoma	hematoma
haematomas	hematomas
haematomata	hematomata
haematopoieses	hematopoieses
haematopoiesis	hematopoiesis
haematopoietic	hematopoietic
haematosis	hematosis
haematothermal	hematothermal
haematoxylin	hematoxylin
haematoxylins	hematoxylins
haematozoa	hematozoa
haematozoal	hematozoal
haematozoic	hematozoic
haematozoon	hematozoon
haematuria	hematuria
haematurias	hematurias
haemic	hemic
haemin	hemin
haemins	hemins
haemochromatoses	hemochromatoses
haemochromatosis	hemochromatosis
haemocoel	hemocoel
haemocoels	hemocoels
haemoconia	hemoconia
haemocyanin	hemocyanin
haemocyanins	hemocyanins
haemocyte	hemocyte
haemocytes	hemocytes
haemocytometer	hemocytometer
haemodialyses	hemodialyses
haemodialysis	hemodialysis
haemodilution	hemodilution
haemodynamic	hemodynamic
haemodynamics	hemodynamics
haemoflagellate	hemoflagellate
haemoglobin	hemoglobin
haemoglobinopathies	hemoglobinopathies
haemoglobinopathy	hemoglobinopathy
haemoglobinous	hemoglobinous
haemoglobins	hemoglobins
haemoglobinuria	hemoglobinuria
haemoid	hemoid
haemolysin	hemolysin
haemolysis	hemolysis
haemolytic	hemolytic
haemophilia	hemophilia
haemophiliac	hemophiliac
haemophiliacs	hemophiliacs
haemophilias	hemophilias
haemophilic	hemophilic
haemopoiesis	hemopoiesis
haemoptyses	hemoptyses
haemoptysis	hemoptysis
haemorrhage	hemorrhage
haemorrhaged	hemorrhaged
haemorrhages	hemorrhages
haemorrhaging	hemorrhaging
haemorrhoid	hemorrhoid
haemorrhoidal	hemorrhoidal
haemorrhoidectomy	hemorrhoidectomy
haemorrhoids	hemorrhoids
haemostases	hemostases
haemostasia	hemostasia
haemostasis	hemostasis
haemostatic	hemostatic
haems	hemes
haeredes	heredes
haets	hets
handselled	handseled
handselling	handseling
hanky	hankie
hansardise	hansardize
hansardised	hansardized
hansardises	hansardizes
hansardising	hansardizing
hanselled	hanseled
hanselling	hanseling
harbour	harbor
harbourage	harborage
harbourages	harborages
harboured	harbored
harbourer	harborer
harbourers	harborers
harbourful	harborful
harbouring	harboring
harbourless	harborless
harbours	harbors
harbourside	harborside
harmonisation	harmonization
harmonisations	harmonizations
harmonise	harmonize
harmonised	harmonized
harmoniser	harmonizer
harmonisers	harmonizers
harmonises	harmonizes
harmonising	harmonizing
hasmonaean	hasmonean
hasmonaeans	hasmoneans
hatchelled	hatcheled
hatchelling	hatcheling
haussmannisation	haussmannization
haussmannise	haussmannize
haussmannised	haussmannized
haussmannises	haussmannizes
haussmannising	haussmannizing
haviour	havior
haviours	haviors
hazardise	hazardize
heathenise	heathenize
heathenised	heathenized
heathenises	heathenizes
heathenising	heathenizing
hebraisation	hebraization
hebraisations	hebraizations
hebraise	hebraize
hebraised	hebraized
hebraiser	hebraizer
hebraises	hebraizes
hebraising	hebraizing
hecataean	hecatean
hectolitre	hectoliter
hectolitres	hectoliters
hectometre	hectometer
hectometres	hectometers
hellenisation	hellenization
hellenisations	hellenizations
hellenise	hellenize
hellenised	hellenized
helleniser	hellenizer
hellenises	hellenizes
hellenising	hellenizing
hemoerythrin	hemerythrin
hepatisation	hepatization
hepatise	hepatize
hepatised	hepatized
hepatises	hepatizes
hepatising	hepatizing
herborisation	herborization
herborisations	herborizations
herborise	herborize
herborised	herborized
herborises	herborizes
herborising	herborizing
heroise	heroize
heroised	heroized
heroises	heroizes
heroising	heroizing
hetaeric	heteric
hetaerism	heterism
heteroecious	heterecious
hexachloroethane	hexachlorethane
hexachloroethanes	hexachlorethanes
hexametrise	hexametrize
hexametrised	hexametrized
hexametrises	hexametrizes
hexametrising	hexametrizing
hibernicise	hibernicize
hibernicised	hibernicized
hibernicises	hibernicizes
hibernicising	hibernicizing
hibernisation	hibernization
hibernisations	hibernizations
hibernise	hibernize
hibernised	hibernized
hibernises	hibernizes
hibernising	hibernizing
hierarchise	hierarchize
hinduise	hinduize
hinduised	hinduized
hinduises	hinduizes
hinduising	hinduizing
hippy	hippie
hirselled	hirseled
hirselling	hirseling
hispanicisation	hispanicization
hispanicisations	hispanicizations
hispanicise	hispanicize
hispanicised	hispanicized
hispanicises	hispanicizes
hispanicising	hispanicizing
hispaniolise	hispaniolize
hispaniolised	hispaniolized
hispaniolises	hispaniolizes
hispaniolising	hispaniolizing
historicise	historicize
historicised	historicized
historicises	historicizes
historicising	historicizing
hollywoodise	hollywoodize
hollywoodised	hollywoodized
hollywoodises	hollywoodizes
hollywoodising	hollywoodizing
hominisation	hominization
homogenisation	homogenization
homogenisations	homogenizations
homogenise	homogenize
homogenised	homogenized
homogeniser	homogenizer
homogenisers	homogenizers
homogenises	homogenizes
homogenising	homogenizing
homologise	homologize
homologised	homologized
homologiser	homologizer
homologisers	homologizers
homologises	homologizes
homologising	homologizing
honour	honor
honourabilities	honorabilities
honourability	honorability
honourable	honorable
honourableness	honorableness
honourablenesses	honorablenesses
honourably	honorably
honoured	honored
honouree	honoree
honourees	honorees
honourer	honorer
honourers	honorers
honouring	honoring
honourless	honorless
honours	honors
horae	hore
hospitalisation	hospitalization
hospitalisations	hospitalizations
hospitalise	hospitalize
hospitalised	hospitalized
hospitalises	hospitalizes
hospitalising	hospitalizing
houselled	houseled
houselling	houseling
housellings	houselings
hovelled	hoveled
hoveller	hoveler
hovellers	hovelers
hovelling	hoveling
humanisation	humanization
humanisations	humanizations
humanise	humanize
humanised	humanized
humaniser	humanizer
humanisers	humanizers
humanises	humanizes
humanising	humanizing
humour	humor
humoured	humored
humourful	humorful
humouring	humoring
humourless	humorless
humourlessness	humorlessness
humourlessnesses	humorlessnesses
humours	humors
humoursome	humorsome
humoursomeness	humorsomeness
hure	huer
hyaenic	hyenic
hyalinisation	hyalinization
hyalinisations	hyalinizations
hyalinise	hyalinize
hyalinised	hyalinized
hyalinises	hyalinizes
hyalinising	hyalinizing
hybridisable	hybridizable
hybridisation	hybridization
hybridisations	hybridizations
hybridise	hybridize
hybridised	hybridized
hybridiser	hybridizer
hybridisers	hybridizers
hybridises	hybridizes
hybridising	hybridizing
hydraemia	hydremia
hydrocoele	hydrocele
hydrogenisation	hydrogenization
hydrogenisations	hydrogenizations
hydrogenise	hydrogenize
hydrogenised	hydrogenized
hydrogenises	hydrogenizes
hydrogenising	hydrogenizing
hydrolysable	hydrolyzable
hydrolysate	hydrolyzate
hydrolysates	hydrolyzates
hydrolysation	hydrolyzation
hydrolyse	hydrolyze
hydrolysed	hydrolyzed
hydrolysing	hydrolyzing
hymenaean	hymenean
hypaesthesia	hypesthesia
hypaesthesias	hypesthesias
hypaesthesic	hypesthesic
hypaethral	hypethral
hyperaemia	hyperemia
hyperaemias	hyperemias
hyperaemic	hyperemic
hyperaesthesia	hyperesthesia
hyperaesthesias	hyperesthesias
hyperaesthetic	hyperesthetic
hyperbolise	hyperbolize
hyperbolised	hyperbolized
hyperbolises	hyperbolizes
hyperbolising	hyperbolizing
hypercalcaemia	hypercalcemia
hypercalcaemias	hypercalcemias
hypercholesterolaemia	hypercholesterolemia
hypercholesterolaemias	hypercholesterolemias
hypercivilised	hypercivilized
hypercriticise	hypercriticize
hypercriticised	hypercriticized
hypercriticises	hypercriticizes
hypercriticising	hypercriticizing
hyperglycaemic	hyperglycemic
hyperimmunisation	hyperimmunization
hyperimmunisations	hyperimmunizations
hyperimmunise	hyperimmunize
hyperimmunises	hyperimmunizes
hyperlipaemia	hyperlipemia
hyperlipaemic	hyperlipemic
hyperlipidaemia	hyperlipidemia
hypernatraemia	hypernatremia
hyperpnoea	hyperpnea
hypersensitisation	hypersensitization
hypersensitisations	hypersensitizations
hypersensitise	hypersensitize
hypersensitised	hypersensitized
hypersensitises	hypersensitizes
hypersensitising	hypersensitizing
hyphenisation	hyphenization
hyphenisations	hyphenizations
hyphenise	hyphenize
hyphenised	hyphenized
hyphenises	hyphenizes
hyphenising	hyphenizing
hypnoidise	hypnoidize
hypnoidised	hypnoidized
hypnoidises	hypnoidizes
hypnoidising	hypnoidizing
hypnopaedia	hypnopedia
hypnopaedias	hypnopedias
hypnotisabilities	hypnotizabilities
hypnotisability	hypnotizability
hypnotisable	hypnotizable
hypnotisation	hypnotization
hypnotisations	hypnotizations
hypnotise	hypnotize
hypnotised	hypnotized
hypnotiser	hypnotizer
hypnotisers	hypnotizers
hypnotises	hypnotizes
hypnotising	hypnotizing
hypocentre	hypocenter
hypocentres	hypocenters
hypogaea	hypogea
hypogaeal	hypogeal
hypogaean	hypogean
hypogaeous	hypogeous
hypogaeum	hypogeum
hypomagnesaemia	hypomagnesemia
hypomagnesaemias	hypomagnesemias
hypomenorrhoea	hypomenorrhea
hypophysectomise	hypophysectomize
hypopnoea	hypopnea
hyposensitisation	hyposensitization
hyposensitise	hyposensitize
hypostasise	hypostasize
hypostasised	hypostasized
hypostasises	hypostasizes
hypostasising	hypostasizing
hypostatisation	hypostatization
hypostatisations	hypostatizations
hypostatise	hypostatize
hypostatised	hypostatized
hypostatises	hypostatizes
hypostatising	hypostatizing
hypothesise	hypothesize
hypothesised	hypothesized
hypothesiser	hypothesizer
hypothesisers	hypothesizers
hypothesises	hypothesizes
hypothesising	hypothesizing
hypothetise	hypothetize
hypothetised	hypothetized
hypothetises	hypothetizes
hypothetising	hypothetizing
hypoxaemia	hypoxemia
hypoxaemias	hypoxemias
hypoxaemic	hypoxemic
hysterectomise	hysterectomize
hysterectomised	hysterectomized
hysterectomises	hysterectomizes
hysterectomising	hysterectomizing
iconise	iconize
iconised	iconized
iconises	iconizes
iconising	iconizing
idaea	idea
idaean	idean
idealisation	idealization
idealisations	idealizations
idealise	idealize
idealised	idealized
idealiser	idealizer
idealisers	idealizers
idealises	idealizes
idealising	idealizing
ideologise	ideologize
idolatrise	idolatrize
idolatrised	idolatrized
idolatrises	idolatrizes
idolatrising	idolatrizing
idolisation	idolization
idolisations	idolizations
idolise	idolize
idolised	idolized
idoliser	idolizer
idolisers	idolizers
idolises	idolizes
idolising	idolizing
idumaean	idumean
idumaeans	idumeans
illegalisation	illegalization
illegalisations	illegalizations
illegalise	illegalize
illegalised	illegalized
illegalises	illegalizes
illegalising	illegalizing
illiberalise	illiberalize
illiberalised	illiberalized
illiberalises	illiberalizes
illiberalising	illiberalizing
immaterialise	immaterialize
immaterialised	immaterialized
immaterialises	immaterializes
immaterialising	immaterializing
immiserisation	immiserization
immiserise	immiserize
immiserised	immiserized
immiserises	immiserizes
immiserising	immiserizing
immobilisation	immobilization
immobilisations	immobilizations
immobilise	immobilize
immobilised	immobilized
immobiliser	immobilizer
immobilisers	immobilizers
immobilises	immobilizes
immobilising	immobilizing
immortalisation	immortalization
immortalisations	immortalizations
immortalise	immortalize
immortalised	immortalized
immortaliser	immortalizer
immortalisers	immortalizers
immortalises	immortalizes
immortalising	immortalizing
immunisation	immunization
immunisations	immunizations
immunise	immunize
immunised	immunized
immuniser	immunizer
immunises	immunizes
immunising	immunizing
impanelled	impaneled
impanelling	impaneling
impastoed	impasted
imperialise	imperialize
imperialised	imperialized
imperialises	imperializes
imperialising	imperializing
imperilled	imperiled
imperilling	imperiling
impersonalisation	impersonalization
impersonalisations	impersonalizations
impersonalise	impersonalize
impersonalised	impersonalized
impersonalises	impersonalizes
impersonalising	impersonalizing
imprescriptible	imperscriptible
incentivisation	incentivization
incentivise	incentivize
incentivised	incentivized
incentivises	incentivizes
incentivising	incentivizing
incentre	incenter
incentres	incenters
incognisable	incognizable
incognisance	incognizance
incognisances	incognizances
incognisant	incognizant
increate	incerate
indianisation	indianization
indianise	indianize
indianised	indianized
indianises	indianizes
indianising	indianizing
indigenae	indigene
indigenisation	indigenization
indigenisations	indigenizations
indigenise	indigenize
indigenised	indigenized
indigenises	indigenizes
indigenising	indigenizing
individualisation	individualization
individualisations	individualizations
individualise	individualize
individualised	individualized
individualiser	individualizer
individualisers	individualizers
individualises	individualizes
individualising	individualizing
indraught	indraft
indraughts	indrafts
industrialisation	industrialization
industrialisations	industrializations
industrialise	industrialize
industrialised	industrialized
industrialises	industrializes
industrialising	industrializing
